date,open,high,low,close,Kernel Regression Estimate,Buy,Sell,StopBuy,StopSell,Backtest Stream,volume,bar_index,f1,f2,f3,f4,f5,yhat1,yhat2,isEmaUptrend,isEmaDowntrend,isSmaUptrend,isSmaDowntrend,prediction,signal,barsHeld,isEarlySignalFlip,isLastSignalBuy,isLastSignalSell,isNewBuySignal,isNewSellSignal,startLongTrade,startShortTrade,endLongTrade,endShortTrade,endLongTradeDynamic,endShortTradeDynamic
2021-08-16 03:45:00+00:00,16518.4,16589.4,16480.75,16563.051,16201.633189337192,,,,,,254049337,7505,0.7630307956668132,0.5215833386840214,0.6450795621030486,0.122229708980824,0.8301473816739446,16201.633189337192,16294.149335995931,True,True,True,True,0,0,11,False,False,False,False,False,,,,,,
2021-08-17 03:45:00+00:00,16545.25,16628.551,16495.4,16614.6,16253.66794398838,,,,,,297388474,7506,0.775220607374106,0.5080167462030344,0.6423203641835139,0.1311481394706893,0.8440824585036444,16253.66794398838,16350.699212063086,True,True,True,True,0,0,12,False,False,False,False,False,,,,,,
2021-08-18 03:45:00+00:00,16691.949,16701.85,16535.85,16568.85,16297.56025987788,,,,,,251796816,7507,0.7388925709826073,0.4784561803373867,0.6175837931305105,0.1413425286638718,0.7801748666510322,16297.56025987788,16395.014925738087,True,True,True,True,0,0,13,False,False,False,False,False,,,,,,
2021-08-20 03:45:00+00:00,16382.5,16509.551,16376.05,16450.5,16326.496963887354,,,,,,350819320,7508,0.6535688464549829,0.3893393666422337,0.5723756930666501,0.1442503010565875,0.6393083857416437,16326.496963887354,16418.071779511152,True,True,True,True,0,0,14,False,False,False,False,False,,,,,,
2021-08-23 03:45:00+00:00,16592.25,16592.5,16395.699,16496.449,16355.402101819498,,,,,,275597787,7509,0.6695246983955951,0.371867195894528,0.5802072171372064,0.1491162898043798,0.6656744666453741,16355.402101819498,16440.856029802948,True,True,True,True,0,0,15,False,False,False,False,False,,,,,,
2021-08-24 03:45:00+00:00,16561.4,16647.1,16495.301,16624.6,16392.124486129145,,,,,,275362808,7510,0.7096855025443688,0.4196621831511402,0.6167691031202424,0.1550713989227038,0.7280479886555,16392.124486129145,16474.38482863555,True,True,True,True,0,0,16,False,False,False,False,False,,,,,,
2021-08-25 03:45:00+00:00,16654.0,16712.449,16617.5,16634.65,16426.032325610187,,,,,,265920135,7511,0.7126348520013832,0.4797007116644993,0.6134509163287131,0.1622797757440412,0.7324518063250116,16426.032325610187,16504.47777106443,True,True,True,True,0,0,17,False,False,False,False,False,,,,,,
2021-08-26 03:45:00+00:00,16627.949,16683.699,16603.4,16636.9,16456.63462531396,,,,,,253530997,7512,0.713337002626794,0.4804805926593947,0.6032265794057045,0.1685082624637979,0.7335385831434794,16456.63462531396,16530.512028040503,True,True,True,True,0,0,18,False,False,False,False,False,,,,,,
2021-08-27 03:45:00+00:00,16642.551,16722.051,16565.6,16705.199,16490.308270816182,,,,,,217405735,7513,0.7345406570358836,0.4700687680929517,0.6198797794167894,0.1753730014124924,0.7659981016186092,16490.308270816182,16561.078516524456,True,True,True,True,0,0,19,False,False,False,False,False,,,,,,
2021-08-30 03:45:00+00:00,16775.85,16951.5,16764.85,16931.051,16541.4399789025,,,,,,283483111,7514,0.78988673294464,0.5408893715583244,0.7006516926126461,0.1868710358418518,0.8389724289433766,16541.4399789025,16616.07135597253,True,True,True,True,0,0,20,False,False,False,False,False,,,,,,
2021-08-31 03:45:00+00:00,16947.5,17153.5,16915.85,17132.199,16607.320054240838,,,,,,464390259,7515,0.8249012624809913,0.5996256711667256,0.7624010283876073,0.2012813962065786,0.8773086274426772,16607.320054240838,16692.170312164482,True,True,True,True,0,0,21,False,False,False,False,False,,,,,,
2021-09-01 03:45:00+00:00,17185.6,17225.75,17055.051,17076.25,16664.45469801828,,,,,,301894631,7516,0.7856816994685064,0.5862990939561925,0.7078834611624748,0.2160811762454259,0.8164831975440687,16664.45469801828,16756.408211456284,True,True,True,True,0,0,22,False,False,False,False,False,,,,,,
2021-09-02 03:45:00+00:00,17095.4,17245.5,17059.699,17234.15,16732.065255161633,,,,,,242377523,7517,0.812741076249629,0.5374598383922045,0.7287829413038555,0.2304431611020411,0.8495921608605468,16732.065255161633,16834.446927222347,True,True,True,True,0,0,23,False,False,False,False,False,,,,,,
2021-09-03 03:45:00+00:00,17262.449,17340.1,17212.199,17323.6,16803.597716561064,,,,,,261373788,7518,0.8261334473364712,0.5073285821563338,0.7131889641181061,0.2455063492806327,0.8651025990917155,16803.597716561064,16916.82439567701,True,True,True,True,0,0,24,False,False,False,False,False,,,,,,
2021-09-06 03:45:00+00:00,17399.35,17429.551,17345.551,17377.801,16875.328496075283,,,,,,228045537,7519,0.8338857970545225,0.4921391559210705,0.6853864449214134,0.2610766359940836,0.8739625760331472,16875.328496075283,16998.11955665904,True,True,True,True,0,0,25,False,False,False,False,False,,,,,,
2021-09-07 03:45:00+00:00,17401.551,17436.5,17287.0,17362.1,16940.32608743078,,,,,,243417809,7520,0.8224457120572225,0.4579296652424309,0.6481126139879735,0.2730847432118167,0.8556480075865471,16940.32608743078,17068.738676795474,True,True,True,True,0,0,26,False,False,False,False,False,,,,,,
2021-09-08 03:45:00+00:00,17375.75,17383.4,17254.199,17353.5,16999.05412877631,,,,,,252652421,7521,0.8158435620739789,0.4181973862991844,0.6234058738128992,0.2829423113940512,0.8447398725046158,16999.05412877631,17129.06182079224,True,True,True,True,0,0,27,False,False,False,False,False,,,,,,
2021-09-09 03:45:00+00:00,17312.85,17379.65,17302.699,17369.25,17053.40845187361,,,,,,241509351,7522,0.8187137465387218,0.400234535185518,0.6106342903742736,0.2923070011671739,0.8487135268970277,17053.40845187361,17182.097083228335,True,True,True,True,0,0,28,False,False,False,False,False,,,,,,
2021-09-13 03:45:00+00:00,17363.551,17378.35,17269.15,17355.301,17100.54928756437,,,,,,241053925,7523,0.8067216853912772,0.3905020291364109,0.5945483491082703,0.2995223139392159,0.8276092475565793,17100.54928756437,17224.49256671227,True,True,True,True,0,0,29,False,False,False,False,False,,,,,,
2021-09-14 03:45:00+00:00,17420.35,17438.551,17367.051,17380.0,17144.322531117632,,,,,,230354387,7524,0.8119734106659198,0.409011903963919,0.5891886081442017,0.3075432905707934,0.835745340821473,17144.322531117632,17261.73255961943,True,True,True,True,0,0,30,False,False,False,False,False,,,,,,
2021-09-15 03:45:00+00:00,17387.65,17532.699,17386.9,17519.449,17195.542477812043,,,,,,388191617,7525,0.8386330451401949,0.4435821007469838,0.6113508299232366,0.3168864258580698,0.8736280611826291,17195.542477812043,17308.99423924915,True,True,True,True,0,0,31,False,False,False,False,False,,,,,,
2021-09-16 03:45:00+00:00,17539.199,17644.6,17510.449,17629.5,17251.82671640045,,,,,,503310778,7526,0.8559870509459735,0.4873158888733059,0.625828565559426,0.3276315295523265,0.8951065179784063,17251.82671640045,17363.325863225036,True,True,True,True,-1,0,32,False,False,False,False,False,,,,,,
2021-09-17 03:45:00+00:00,17709.65,17792.949,17537.65,17585.15,17299.060932967244,,,,,,508285911,7527,0.8178167612209443,0.4994013559060195,0.6054499872054813,0.3400289509473005,0.8310680182032099,17299.060932967244,17405.82177946066,True,True,True,True,-2,0,33,False,False,False,False,False,,,,,,
2021-09-20 03:45:00+00:00,17443.85,17622.75,17361.801,17396.9,17324.226166345295,,,,,,339102040,7528,0.6793414315735018,0.4230651228933248,0.5504379059559663,0.3435736155986381,0.6194449417205901,17324.226166345295,17418.819202888903,True,True,True,True,-3,0,34,False,False,False,False,False,,,,,,
2021-09-21 03:45:00+00:00,17450.5,17578.35,17326.1,17562.0,17359.892256669704,,,,,,363578491,7529,0.7235520461440985,0.3902957880502437,0.5931011458131028,0.3453999181315059,0.6958579831852721,17359.892256669704,17447.10515102978,True,True,True,True,-4,0,35,False,False,False,False,False,,,,,,
2021-09-22 03:45:00+00:00,17580.9,17610.449,17524.0,17546.65,17389.888079946275,,,,,,295191151,7530,0.7136995759128071,0.4158738443494796,0.5844832690579127,0.3477627580406027,0.6815440899852058,17389.888079946275,17468.964392208287,True,True,True,True,-5,0,36,False,False,False,False,False,,,,,,
2021-09-23 03:45:00+00:00,17670.85,17843.9,17646.551,17822.949,17441.026501535995,,,,,,320514490,7531,0.7734885533447473,0.521450557955043,0.683095755521563,0.3540844476056069,0.7751880859263858,17441.026501535995,17521.28017054503,True,True,True,True,-6,0,37,False,False,False,False,False,,,,,,
2021-09-24 03:45:00+00:00,17897.449,17947.65,17819.4,17853.199,17491.206620677887,,,,,,360130839,7532,0.7789317773021069,0.574001749724297,0.6965570884461448,0.3616436683698398,0.7830458183876593,17491.206620677887,17573.42507683606,True,True,True,True,-7,0,38,False,False,False,False,False,,,,,,
2021-09-27 03:45:00+00:00,17932.199,17943.5,17802.9,17855.1,17537.749179840357,,,,,,295714652,7533,0.7792907224277217,0.5516779676147997,0.6723016332069762,0.3680876502775724,0.7835806084724349,17537.749179840357,17621.403059161337,True,True,True,True,-8,0,39,False,False,False,False,False,,,,,,
2021-09-28 03:45:00+00:00,17906.449,17912.85,17576.1,17748.6,17570.82979704339,,,,,,397997277,7534,0.7097616487118562,0.4586432008501165,0.6091482661063677,0.3649576515977463,0.6782141923534769,17570.82979704339,17651.26582852914,True,True,True,True,-8,0,40,False,False,False,False,False,,,,,,
2021-09-29 03:45:00+00:00,17657.949,17781.75,17608.15,17711.301,17596.875286274797,,,,,,562237735,7535,0.6866549574515686,0.386981099484407,0.5811418289400796,0.3619841528519116,0.6440897905595068,17596.875286274797,17671.533422522967,True,True,True,True,-8,0,41,False,False,False,False,False,,,,,,
2021-09-30 03:45:00+00:00,17718.9,17742.15,17585.35,17618.15,17610.75080149312,,,,,,378592723,7536,0.631372667294526,0.3356944773773714,0.5280196399952767,0.358269022321064,0.5643154907697882,17610.75080149312,17675.544793073776,True,True,True,True,-8,0,42,False,False,False,False,False,,,,,,
2021-10-01 03:45:00+00:00,17531.9,17557.15,17452.9,17532.051,17613.34505722908,,,,,,305763910,7537,0.5845292086894733,0.2515857543310358,0.4738625641359962,0.3497831135993106,0.4999298841043789,17613.34505722908,17664.852700862062,True,True,True,True,-8,0,43,False,False,False,False,False,,,,,,
2021-10-04 03:45:00+00:00,17615.551,17750.9,17581.35,17691.25,17627.692253622256,,,,,,295761838,7538,0.6380088022175641,0.3413830049477502,0.5578430453142516,0.3460212732455061,0.5958490109189372,17627.692253622256,17671.11423379972,True,True,True,True,-8,0,44,False,False,False,False,False,,,,,,
2021-10-05 03:45:00+00:00,17661.35,17833.449,17640.9,17822.301,17651.674527266317,,,,,,427000201,7539,0.6750855255863419,0.4728642849403615,0.6193530341384743,0.3440933143057168,0.656811127698044,17651.674527266317,17691.761489300166,True,True,True,True,-8,0,45,False,False,False,False,False,,,,,,
2021-10-06 03:45:00+00:00,17861.5,17884.6,17613.15,17646.0,17657.40814737124,,,,,,395833541,7540,0.5878542683100055,0.5039214262931423,0.5098982144174249,0.343257068293486,0.5347370098317724,17657.40814737124,17688.83805056577,True,True,True,True,-8,0,46,False,False,False,False,False,,,,,,
2021-10-07 03:45:00+00:00,17810.551,17857.551,17763.801,17790.35,17674.19201952256,,,,,,419890954,7541,0.6300094236744291,0.5486560157209186,0.5890182342222208,0.3424626345818667,0.6027459438772895,17674.19201952256,17702.681442808247,True,True,True,True,-8,0,47,False,False,False,False,False,,,,,,
2021-10-08 03:45:00+00:00,17886.85,17941.85,17840.35,17895.199,17698.754534584285,,,,,,324066345,7542,0.6574185924450255,0.5970687555729857,0.6385704791373393,0.3433851725202876,0.645132986705874,17698.754534584285,17728.682541834864,True,True,True,True,-8,0,48,False,False,False,False,False,,,,,,
2021-10-11 03:45:00+00:00,17867.551,18041.949,17839.1,17945.949,17726.56180633442,,,,,,375756456,7543,0.6701556945481013,0.6177915444679634,0.6517372248360876,0.3461365881076176,0.6646191914810095,17726.56180633442,17759.89405665283,True,True,True,True,-8,0,49,False,False,False,False,False,,,,,,
2021-10-12 03:45:00+00:00,17915.801,18008.65,17864.949,17991.949,17756.79420511017,,,,,,355568321,7544,0.6817072394384054,0.5830077642259258,0.6622105765680883,0.348750432915581,0.682402517467683,17756.79420511017,17795.211353050126,True,True,True,True,-8,0,50,False,False,False,False,False,,,,,,
2021-10-13 03:45:00+00:00,18097.85,18197.801,18050.75,18161.75,17800.69931259208,,,,,,506679755,7545,0.7206043872330409,0.6065954401410241,0.7265231546015395,0.3545247338662113,0.7397160422492287,17800.69931259208,17849.42722270251,True,True,True,True,-8,0,51,False,False,False,False,False,,,,,,
2021-10-14 03:45:00+00:00,18272.85,18350.75,18248.699,18338.551,17858.673175127624,,,,,,538714439,7546,0.7542762598729336,0.6288859636154318,0.7639104675387011,0.3622925778811451,0.7851354814516669,17858.673175127624,17922.505656261776,True,True,True,True,-8,0,52,False,False,False,False,False,,,,,,
2021-10-18 03:45:00+00:00,18500.1,18543.15,18445.301,18477.051,17926.806965558542,,,,,,469883519,7547,0.7769536251983308,0.6276074631049945,0.7705639265351254,0.3721563380459575,0.8137740978016609,17926.806965558542,18008.356416212275,True,True,True,True,-8,0,53,False,False,False,False,False,,,,,,
2021-10-19 03:45:00+00:00,18602.35,18604.449,18377.699,18418.75,17986.472732231883,,,,,,368230302,7548,0.7457538201643723,0.554335953784164,0.7033233950990745,0.3787088263778517,0.7654584610008964,17986.472732231883,18080.87502937812,True,True,True,True,-8,0,54,False,False,False,False,False,,,,,,
2021-10-20 03:45:00+00:00,18439.9,18458.301,18209.35,18266.6,18028.46160095469,,,,,,371276481,7549,0.6701240746054562,0.4402343797135014,0.6192922800326508,0.3784295954259366,0.651834558216664,18028.46160095469,18127.05400716258,True,True,True,True,-8,0,55,False,False,False,False,False,,,,,,
2021-10-21 03:45:00+00:00,18382.699,18384.199,18048.0,18178.1,18058.282028031448,,,,,,365902004,7550,0.6300964184055795,0.341128548960055,0.5725553496661684,0.3726516549887779,0.5941247591407899,18058.282028031448,18154.351792675898,True,True,True,True,-8,0,56,False,False,False,False,False,,,,,,
2021-10-22 03:45:00+00:00,18230.699,18314.25,18034.35,18114.9,18078.164075991885,,,,,,324748083,7551,0.6024228680130568,0.2890251222154716,0.5416326624831853,0.3667143237175568,0.5546722228296048,18078.164075991885,18166.308272025213,True,True,True,True,-8,0,57,False,False,False,False,False,,,,,,
2021-10-25 03:45:00+00:00,18229.5,18241.4,17968.5,18125.4,18094.90473185162,,,,,,418703639,7552,0.6055226903366706,0.2672007045024742,0.5392347158793179,0.3588922308398797,0.5601316209147851,18094.90473185162,18173.116107450835,True,True,True,True,-8,0,58,False,False,False,False,False,,,,,,
2021-10-26 03:45:00+00:00,18154.5,18310.449,18099.301,18268.4,18121.01034425201,,,,,,341377876,7553,0.6460032159937543,0.3515203608398596,0.5797464028429867,0.3529217483285514,0.6296873337748541,18121.01034425201,18192.608580471635,True,True,True,True,-8,0,59,False,False,False,False,False,,,,,,
2021-10-27 03:45:00+00:00,18295.85,18342.051,18167.9,18210.949,18138.72966943518,,,,,,335248491,7554,0.6185408021567561,0.4186251186167084,0.551945933614697,0.3479155198327403,0.5876854219987817,18138.72966943518,18200.90589302388,True,True,True,True,-8,0,60,False,False,False,False,False,,,,,,
2021-10-28 03:45:00+00:00,18187.65,18190.699,17799.449,17857.25,18121.499794661653,,18190.699,,,-1.0,374205776,7555,0.4825358957070872,0.265534118834755,0.4234798838176152,0.3320810220363616,0.4019762782244468,18121.499794661653,18161.99081273391,True,True,True,True,-8,0,61,False,False,False,False,False,,,,,,
2021-10-29 03:45:00+00:00,17833.051,17915.85,17613.1,17671.65,18084.760109801184,,,,,,336466870,7556,0.4292048972272777,0.1238510549121813,0.3539242433075837,0.3183528081491003,0.3387786149818814,18084.760109801184,18098.33581750432,True,True,True,True,-8,0,62,False,False,False,False,False,,,,,,
2021-11-01 03:45:00+00:00,17783.15,17954.1,17697.1,17929.65,18070.20701861163,,,,,,281190138,7557,0.5102378596898318,0.1802169319107014,0.4373414555970076,0.3043458117977234,0.4692667800534795,18070.20701861163,18067.48713593392,True,True,True,True,-8,0,63,False,False,False,False,False,,,,,,
2021-11-02 03:45:00+00:00,17970.9,18012.25,17847.6,17888.949,18051.09991713697,,,,,,296442004,7558,0.4982214708103923,0.315780316347332,0.4140385783668571,0.2895658234925678,0.4533874694940706,18051.09991713697,18033.96039047404,True,True,True,True,-8,0,64,False,False,False,False,False,,,,,,
2021-11-03 03:45:00+00:00,17947.949,17988.75,17757.949,17829.199,18026.690933635065,,,,,-2.0,330995991,7559,0.4803374464490073,0.3786265621347994,0.3887154792689063,0.2777071977612569,0.4293908550046388,18026.690933635065,17996.349404008597,True,True,True,True,-8,0,65,False,False,False,False,False,,,,,,
2021-11-04 12:30:00+00:00,17935.051,17947.551,17900.6,17916.801,18011.0105813477,,,,,,48515006,7560,0.5082103974371641,0.4375764955204327,0.4154378379535741,0.2664415033165117,0.4752049222223051,18011.0105813477,17973.747546019906,True,True,True,True,-8,0,66,False,False,False,False,False,,,,,,
2021-11-08 03:45:00+00:00,18040.199,18087.801,17836.1,18068.551,18010.452719038705,,,,,,338919489,7561,0.552942964684311,0.5224144901914953,0.4770129274874387,0.2542312060298101,0.5462089871327518,18010.452719038705,17974.43422237955,True,True,True,True,-8,0,67,False,False,False,False,False,,,,,,
2021-11-09 03:45:00+00:00,18084.35,18112.6,17983.051,18044.25,18008.971795895483,,,,,,270197522,7562,0.5444032120903836,0.6037748997337901,0.4607754093306168,0.2432682865971056,0.5332120393460189,18008.971795895483,17975.995901524228,True,True,True,True,-8,0,68,False,False,False,False,False,,,,,,
2021-11-10 03:45:00+00:00,17973.449,18061.25,17915.0,18017.199,18006.30956627235,,,,,,261446516,7563,0.5345071517441212,0.5787515015336953,0.4445383199375139,0.2312328477800623,0.517782891848016,18006.30956627235,17977.19401921992,True,True,True,True,-8,0,69,False,False,False,False,False,,,,,,
2021-11-11 03:45:00+00:00,17967.449,17971.35,17798.199,17873.6,17991.699551126607,,,,,,232121155,7564,0.4841906090594172,0.4315874053498568,0.3771869194397639,0.2228658077854139,0.4414900911132935,17991.699551126607,17962.604406302617,True,True,True,True,-8,0,70,False,False,False,False,False,,,,,,
2021-11-12 03:45:00+00:00,17977.6,18123.0,17905.9,18102.75,17998.769955810603,,,,,,249111904,7565,0.5560159604986071,0.5242281670718005,0.4930513816442358,0.2126517303628822,0.5583222393358929,17998.769955810603,17978.131256050565,True,True,True,True,-8,0,71,False,False,False,False,False,,,,,,
2021-11-15 03:45:00+00:00,18140.949,18210.15,18071.301,18109.449,18007.193406104667,,,,,,280428642,7566,0.5579538585167377,0.6559474005465777,0.5037531342276379,0.2051464830194115,0.5613401198017537,18007.193406104667,17995.40029385483,True,True,True,True,-8,0,72,False,False,False,False,False,,,,,,
2021-11-16 03:45:00+00:00,18127.051,18132.65,17958.801,17999.199,18006.40571294072,,,,,,267431821,7567,0.5178898616432559,0.6129150212881512,0.4538632580574749,0.1949682681202039,0.4983010950073885,18006.40571294072,17998.91220462743,True,True,True,True,-8,0,73,False,False,False,False,False,,,,,,
2021-11-17 03:45:00+00:00,17939.35,18022.65,17879.25,17898.65,17996.605320586896,,,,,,295715930,7568,0.4837720914565777,0.4275471941636818,0.4020904992077578,0.1871918768211868,0.4468178835100134,17996.605320586896,17989.306503025087,True,True,True,True,-8,0,74,False,False,False,False,False,,,,,,
2021-11-18 03:45:00+00:00,17890.551,17945.6,17688.5,17764.801,17974.78630421656,,,,,,278425141,7569,0.4420262385501212,0.2366495432090506,0.3309250775853863,0.1843041938580356,0.3869470593217461,17974.78630421656,17962.406988259092,True,True,True,True,-8,0,75,False,False,False,False,False,,,,,,
2021-11-22 03:45:00+00:00,17796.25,17805.25,17280.449,17416.551,17921.619144684544,,,,,,356400431,7570,0.3559597477301784,0.0995886475207965,0.1728991681309505,0.1891443604937617,0.2779382627863079,17921.619144684544,17891.997000601685,True,True,True,True,-6,0,76,False,False,False,False,False,,,,,,
2021-11-23 03:45:00+00:00,17281.75,17553.699,17216.1,17503.35,17877.264622490115,,,,,,308843249,7571,0.3879474494945597,0.1406247949554628,0.2579903420242381,0.1947528274968525,0.3308000693226979,17877.264622490115,17833.72285263689,True,True,True,True,-6,0,77,False,False,False,False,False,,,,,,
2021-11-24 03:45:00+00:00,17550.051,17600.6,17354.0,17415.051,17826.258614834005,,,,,,298052157,7572,0.3679277166014295,0.2732108889141708,0.2519880636198069,0.1987073887005814,0.3052269268090448,17826.258614834005,17767.505478514304,True,True,True,True,-6,0,78,False,False,False,False,False,,,,,,
2021-11-25 03:45:00+00:00,17417.301,17564.35,17351.699,17536.25,17788.32684261792,,,,,,255947030,7573,0.4127253016791122,0.4050430270126948,0.3324179010605615,0.2025037593016608,0.3793206742232607,17788.32684261792,17720.97094664081,True,True,True,True,-6,0,79,False,False,False,False,False,,,,,,
2021-11-26 03:45:00+00:00,17338.75,17355.4,16985.699,17026.449,17706.49936403735,,,,,,356330012,7574,0.3124219011576694,0.3799343353395626,0.183346449107256,0.2117032365305189,0.2520984612177752,17706.49936403735,17616.516508253,True,True,True,True,-8,0,80,False,False,False,False,False,,,,,,
2021-11-29 03:45:00+00:00,17055.801,17160.699,16782.4,17053.949,17630.67498131788,,,,,,348888760,7575,0.3219939482747523,0.374121562245804,0.2537254205062629,0.2229798511706326,0.2670172888499739,17630.67498131788,17522.459534123333,True,True,True,True,-8,0,81,False,False,False,False,False,,,,,,
2021-11-30 03:45:00+00:00,17051.15,17324.65,16931.4,16983.199,17552.827352932156,,,,,,497999839,7576,0.310035557745593,0.4312508850400434,0.276508350387645,0.2289781534615416,0.2524426033355024,17552.827352932156,17428.216503717395,True,True,True,True,-8,0,82,False,False,False,False,False,,,,,,
2021-12-01 03:45:00+00:00,17104.4,17213.051,17064.25,17166.9,17496.740970422707,,,,,,295542128,7577,0.3749456957653791,0.5152127954489986,0.3488840588114876,0.2346765406379053,0.3552427314735377,17496.740970422707,17366.70454123539,True,True,True,True,-8,0,83,False,False,False,False,False,,,,,,
2021-12-02 03:45:00+00:00,17183.199,17420.35,17149.301,17401.65,17467.46362603921,,,,,,279867490,7578,0.4465943701569103,0.609981040352271,0.4169019478216626,0.2344378694909057,0.4616682368585567,17467.46362603921,17344.712380809957,True,True,True,True,-8,0,84,False,False,False,False,False,,,,,,
2021-12-03 03:45:00+00:00,17424.9,17489.801,17180.801,17196.699,17424.76301002779,,,,,,292526489,7579,0.4031452414756233,0.6267079431979773,0.3773500990946435,0.2324382558277969,0.3972625694672663,17424.76301002779,17306.590857416577,True,True,True,True,-8,0,85,False,False,False,False,False,,,,,,
2021-12-06 03:45:00+00:00,17209.051,17216.75,16891.699,16912.25,17361.012836518115,,,,,,231716683,7580,0.3519645855036364,0.5155366028167071,0.3273268001540649,0.2350560164826214,0.3262075195173034,17361.012836518115,17241.172486117805,True,True,True,True,-8,0,86,False,False,False,False,False,,,,,,
2021-12-07 03:45:00+00:00,17044.1,17251.65,16987.75,17176.699,17326.5437010591,,,,,,254144217,7581,0.4250449050792494,0.505727404010032,0.3962485114290663,0.2366402144239871,0.4323909296650538,17326.5437010591,17216.273129263638,True,True,True,True,-8,0,87,False,False,False,False,False,,,,,,
2021-12-08 03:45:00+00:00,17315.25,17484.6,17308.949,17469.75,17324.204096344063,,,,,,257791950,7582,0.4932451000486297,0.6402389471285063,0.473236675465316,0.2324539376752212,0.5255947647863686,17324.204096344063,17234.74084616177,True,True,True,True,-8,0,88,False,False,False,False,False,,,,,,
2021-12-09 03:45:00+00:00,17524.4,17543.25,17379.6,17516.85,17330.67375508578,,,,,,237170278,7583,0.5034400652453344,0.7347966557090495,0.4930995140251635,0.2271361281423979,0.539273864858237,17330.67375508578,17264.174142487846,True,True,True,True,-8,0,89,False,False,False,False,False,,,,,,
2021-12-10 03:45:00+00:00,17476.051,17534.35,17405.25,17511.301,17339.693211855854,,,,,,204467486,7584,0.5021583045758212,0.7339619456924688,0.4976992071624989,0.2220842090862159,0.5372207786016014,17339.693211855854,17295.767468595106,True,True,True,True,-8,0,90,False,False,False,False,False,,,,,,
2021-12-13 03:45:00+00:00,17619.1,17639.5,17355.949,17368.25,17338.28343884087,,,,,,256560529,7585,0.4690070909689954,0.6672107615090948,0.4632729012878835,0.2147981222182506,0.4838019752134051,17338.28343884087,17310.297155295735,True,True,True,True,-8,0,91,False,False,False,False,False,,,,,,
